직무,경력,지역,연봉,기술,기술_개수
데이터 분석가,신입,판교/분당,4005,"[np.str_('Cloud(AWS/GCP)'), np.str_('SQL'), np.str_('Excel'), np.str_('Machine Learning'), np.str_('Tableau')]",5
데이터 분석가,경력 3년차 이상,서울 성동구,6305,"[np.str_('Cloud(AWS/GCP)'), np.str_('R')]",2
데이터 분석가,신입,판교/분당,3319,"[np.str_('SQL'), np.str_('Excel')]",2
데이터 분석가,경력 3년차 이상,서울 강남구,6200,"[np.str_('SQL'), np.str_('Tableau'), np.str_('R')]",3
데이터 분석가,신입,서울 성동구,3458,"[np.str_('Tableau'), np.str_('SQL'), np.str_('Excel'), np.str_('Python'), np.str_('Cloud(AWS/GCP)')]",5
데이터 분석가,신입,판교/분당,4174,"[np.str_('Machine Learning'), np.str_('Tableau'), np.str_('Python'), np.str_('R'), np.str_('SQL')]",5
데이터 분석가,신입,판교/분당,3822,"[np.str_('Python'), np.str_('Excel'), np.str_('SQL')]",3
데이터 분석가,경력 3년차 이상,서울 성동구,6133,"[np.str_('Machine Learning'), np.str_('SQL'), np.str_('R')]",3
데이터 분석가,경력 8년차 이상,서울 강남구,9278,"[np.str_('R'), np.str_('Machine Learning'), np.str_('Python')]",3
데이터 분석가,경력 3년차 이상,판교/분당,6775,"[np.str_('Python'), np.str_('R'), np.str_('Cloud(AWS/GCP)'), np.str_('SQL'), np.str_('Machine Learning')]",5
데이터 분석가,경력 8년차 이상,서울 구로구,8121,"[np.str_('Python'), np.str_('Machine Learning')]",2
데이터 분석가,경력 3년차 이상,서울 성동구,6311,"[np.str_('Machine Learning'), np.str_('Excel'), np.str_('Python'), np.str_('SQL')]",4
데이터 분석가,경력 3년차 이상,서울 마포구,5829,"[np.str_('Tableau'), np.str_('Python'), np.str_('Excel'), np.str_('Cloud(AWS/GCP)')]",4
데이터 분석가,경력 8년차 이상,서울 마포구,9194,"[np.str_('Excel'), np.str_('R'), np.str_('Tableau'), np.str_('Python'), np.str_('Machine Learning')]",5
데이터 분석가,경력 3년차 이상,서울 강남구,6821,"[np.str_('SQL'), np.str_('Excel'), np.str_('Machine Learning'), np.str_('Tableau')]",4
데이터 분석가,경력 8년차 이상,서울 구로구,10381,"[np.str_('Excel'), np.str_('SQL'), np.str_('R'), np.str_('Cloud(AWS/GCP)'), np.str_('Machine Learning')]",5
데이터 분석가,신입,판교/분당,3497,"[np.str_('Python'), np.str_('Excel'), np.str_('R')]",3
데이터 분석가,경력 8년차 이상,서울 마포구,8748,"[np.str_('SQL'), np.str_('R'), np.str_('Cloud(AWS/GCP)')]",3
데이터 분석가,신입,서울 강남구,3953,"[np.str_('Machine Learning'), np.str_('SQL'), np.str_('Tableau'), np.str_('R'), np.str_('Excel')]",5
데이터 분석가,경력 8년차 이상,서울 구로구,9398,"[np.str_('R'), np.str_('Cloud(AWS/GCP)'), np.str_('Excel'), np.str_('Tableau'), np.str_('Machine Learning')]",5
데이터 분석가,경력 3년차 이상,서울 구로구,6153,"[np.str_('Cloud(AWS/GCP)'), np.str_('Tableau'), np.str_('R'), np.str_('Machine Learning')]",4
데이터 분석가,경력 8년차 이상,서울 강남구,9179,"[np.str_('R'), np.str_('Tableau'), np.str_('Excel'), np.str_('Machine Learning')]",4
데이터 분석가,신입,서울 강남구,3922,"[np.str_('Excel'), np.str_('Tableau'), np.str_('Cloud(AWS/GCP)'), np.str_('Machine Learning'), np.str_('SQL')]",5
데이터 분석가,경력 3년차 이상,판교/분당,6434,"[np.str_('R'), np.str_('Excel'), np.str_('Cloud(AWS/GCP)'), np.str_('Tableau')]",4
데이터 분석가,경력 8년차 이상,서울 강남구,9666,"[np.str_('SQL'), np.str_('Tableau')]",2
데이터 분석가,경력 3년차 이상,판교/분당,6809,"[np.str_('Cloud(AWS/GCP)'), np.str_('Excel'), np.str_('R'), np.str_('Machine Learning'), np.str_('Tableau')]",5
데이터 분석가,경력 3년차 이상,판교/분당,5857,"[np.str_('Python'), np.str_('Tableau')]",2
데이터 분석가,경력 8년차 이상,서울 성동구,8442,"[np.str_('Cloud(AWS/GCP)'), np.str_('SQL'), np.str_('Excel')]",3
데이터 분석가,경력 3년차 이상,서울 구로구,5551,"[np.str_('Python'), np.str_('R')]",2
데이터 분석가,경력 3년차 이상,서울 구로구,5778,"[np.str_('Machine Learning'), np.str_('Cloud(AWS/GCP)'), np.str_('Tableau')]",3
데이터 분석가,경력 3년차 이상,서울 구로구,5721,"[np.str_('Python'), np.str_('Machine Learning'), np.str_('R'), np.str_('SQL'), np.str_('Tableau')]",5
데이터 분석가,경력 8년차 이상,서울 성동구,9323,"[np.str_('R'), np.str_('SQL'), np.str_('Python'), np.str_('Tableau')]",4
데이터 분석가,신입,판교/분당,4152,"[np.str_('Excel'), np.str_('Machine Learning'), np.str_('SQL'), np.str_('R'), np.str_('Tableau')]",5
데이터 분석가,경력 3년차 이상,판교/분당,6937,"[np.str_('Python'), np.str_('R'), np.str_('Tableau'), np.str_('Machine Learning')]",4
데이터 분석가,경력 8년차 이상,서울 강남구,10891,"[np.str_('Python'), np.str_('Cloud(AWS/GCP)'), np.str_('Excel')]",3
데이터 분석가,경력 8년차 이상,서울 성동구,9317,"[np.str_('Excel'), np.str_('Python'), np.str_('SQL'), np.str_('R'), np.str_('Tableau')]",5
데이터 분석가,경력 3년차 이상,서울 강남구,6490,"[np.str_('R'), np.str_('Machine Learning'), np.str_('SQL')]",3
데이터 분석가,경력 3년차 이상,서울 성동구,5743,"[np.str_('SQL'), np.str_('Machine Learning'), np.str_('Cloud(AWS/GCP)'), np.str_('Tableau')]",4
데이터 분석가,경력 3년차 이상,서울 강남구,6606,"[np.str_('Excel'), np.str_('Tableau'), np.str_('R'), np.str_('SQL')]",4
데이터 분석가,신입,서울 마포구,3808,"[np.str_('Excel'), np.str_('Python'), np.str_('Tableau'), np.str_('Machine Learning'), np.str_('SQL')]",5
데이터 분석가,경력 3년차 이상,서울 구로구,5403,"[np.str_('Cloud(AWS/GCP)'), np.str_('Python')]",2
데이터 분석가,경력 3년차 이상,서울 구로구,5536,"[np.str_('SQL'), np.str_('Tableau'), np.str_('Python'), np.str_('Excel'), np.str_('Machine Learning')]",5
데이터 분석가,경력 3년차 이상,판교/분당,7090,"[np.str_('R'), np.str_('Tableau'), np.str_('Machine Learning'), np.str_('Python'), np.str_('SQL')]",5
데이터 분석가,신입,서울 마포구,3166,"[np.str_('SQL'), np.str_('Excel'), np.str_('Tableau'), np.str_('R')]",4
데이터 분석가,경력 8년차 이상,서울 구로구,9878,"[np.str_('Cloud(AWS/GCP)'), np.str_('Excel'), np.str_('Machine Learning')]",3
데이터 분석가,경력 8년차 이상,판교/분당,8087,"[np.str_('Python'), np.str_('Excel')]",2
데이터 분석가,경력 8년차 이상,서울 마포구,9102,"[np.str_('Machine Learning'), np.str_('SQL'), np.str_('R')]",3
데이터 분석가,경력 3년차 이상,서울 구로구,5196,"[np.str_('Machine Learning'), np.str_('Cloud(AWS/GCP)')]",2
데이터 분석가,경력 3년차 이상,서울 강남구,6675,"[np.str_('SQL'), np.str_('Excel'), np.str_('Python'), np.str_('Machine Learning')]",4
데이터 분석가,경력 8년차 이상,서울 성동구,8152,"[np.str_('Tableau'), np.str_('Python'), np.str_('Machine Learning'), np.str_('Cloud(AWS/GCP)')]",4
데이터 분석가,경력 8년차 이상,서울 마포구,7607,"[np.str_('R'), np.str_('SQL'), np.str_('Tableau'), np.str_('Excel'), np.str_('Python')]",5
데이터 분석가,신입,판교/분당,3989,"[np.str_('R'), np.str_('Tableau'), np.str_('SQL'), np.str_('Machine Learning')]",4
데이터 분석가,경력 8년차 이상,서울 마포구,8972,"[np.str_('Tableau'), np.str_('R'), np.str_('SQL'), np.str_('Machine Learning'), np.str_('Python')]",5
데이터 분석가,경력 8년차 이상,판교/분당,9288,"[np.str_('Excel'), np.str_('Tableau'), np.str_('SQL'), np.str_('Cloud(AWS/GCP)'), np.str_('Machine Learning')]",5
데이터 분석가,경력 8년차 이상,서울 마포구,9341,"[np.str_('Excel'), np.str_('Tableau'), np.str_('R'), np.str_('Cloud(AWS/GCP)'), np.str_('Python')]",5
데이터 분석가,경력 8년차 이상,판교/분당,9101,"[np.str_('R'), np.str_('SQL')]",2
데이터 분석가,경력 3년차 이상,서울 구로구,6180,"[np.str_('Machine Learning'), np.str_('Tableau'), np.str_('SQL'), np.str_('Excel'), np.str_('Python')]",5
데이터 분석가,경력 3년차 이상,서울 강남구,6606,"[np.str_('Machine Learning'), np.str_('SQL')]",2
데이터 분석가,경력 8년차 이상,서울 구로구,8622,"[np.str_('Cloud(AWS/GCP)'), np.str_('Excel'), np.str_('R'), np.str_('Tableau'), np.str_('Python')]",5
데이터 분석가,경력 8년차 이상,서울 강남구,9470,"[np.str_('Excel'), np.str_('Python'), np.str_('Machine Learning'), np.str_('SQL')]",4
데이터 분석가,신입,서울 구로구,3768,"[np.str_('Cloud(AWS/GCP)'), np.str_('Excel'), np.str_('Tableau'), np.str_('Machine Learning'), np.str_('SQL')]",5
데이터 분석가,신입,서울 구로구,3372,"[np.str_('Cloud(AWS/GCP)'), np.str_('Excel'), np.str_('SQL')]",3
데이터 분석가,경력 3년차 이상,서울 마포구,6306,"[np.str_('Excel'), np.str_('Tableau'), np.str_('SQL'), np.str_('Machine Learning')]",4
데이터 분석가,경력 8년차 이상,서울 성동구,9585,"[np.str_('Python'), np.str_('R'), np.str_('Excel'), np.str_('SQL')]",4
데이터 분석가,경력 8년차 이상,판교/분당,10707,"[np.str_('Cloud(AWS/GCP)'), np.str_('Tableau'), np.str_('SQL'), np.str_('Machine Learning'), np.str_('R')]",5
데이터 분석가,신입,판교/분당,3807,"[np.str_('Python'), np.str_('Machine Learning'), np.str_('R')]",3
데이터 분석가,경력 3년차 이상,판교/분당,6268,"[np.str_('R'), np.str_('Python'), np.str_('Machine Learning'), np.str_('Tableau'), np.str_('SQL')]",5
데이터 분석가,경력 3년차 이상,서울 강남구,5767,"[np.str_('SQL'), np.str_('Tableau')]",2
데이터 분석가,경력 8년차 이상,판교/분당,9865,"[np.str_('Excel'), np.str_('Tableau'), np.str_('R')]",3
데이터 분석가,경력 8년차 이상,판교/분당,8466,"[np.str_('Python'), np.str_('Excel'), np.str_('R'), np.str_('Cloud(AWS/GCP)')]",4
데이터 분석가,경력 8년차 이상,서울 마포구,9514,"[np.str_('Tableau'), np.str_('Cloud(AWS/GCP)')]",2
데이터 분석가,경력 3년차 이상,서울 구로구,5354,"[np.str_('SQL'), np.str_('Excel'), np.str_('R'), np.str_('Tableau')]",4
데이터 분석가,경력 3년차 이상,판교/분당,7169,"[np.str_('Python'), np.str_('Tableau'), np.str_('Cloud(AWS/GCP)'), np.str_('Machine Learning'), np.str_('R')]",5
데이터 분석가,경력 3년차 이상,서울 성동구,5158,"[np.str_('Python'), np.str_('SQL')]",2
데이터 분석가,신입,판교/분당,3396,"[np.str_('Python'), np.str_('Excel')]",2
데이터 분석가,경력 8년차 이상,서울 강남구,7619,"[np.str_('Python'), np.str_('Tableau'), np.str_('Cloud(AWS/GCP)')]",3
데이터 분석가,경력 8년차 이상,서울 강남구,8668,"[np.str_('Tableau'), np.str_('Machine Learning'), np.str_('Cloud(AWS/GCP)'), np.str_('Python'), np.str_('R')]",5
데이터 분석가,경력 8년차 이상,서울 강남구,9164,"[np.str_('SQL'), np.str_('Machine Learning')]",2
데이터 분석가,경력 8년차 이상,판교/분당,9978,"[np.str_('Tableau'), np.str_('Python')]",2
데이터 분석가,경력 3년차 이상,서울 마포구,6520,"[np.str_('Cloud(AWS/GCP)'), np.str_('SQL'), np.str_('Python'), np.str_('Machine Learning')]",4
데이터 분석가,경력 8년차 이상,서울 성동구,8400,"[np.str_('Cloud(AWS/GCP)'), np.str_('SQL')]",2
데이터 분석가,경력 8년차 이상,판교/분당,9471,"[np.str_('Machine Learning'), np.str_('Tableau'), np.str_('R'), np.str_('Cloud(AWS/GCP)')]",4
데이터 분석가,경력 8년차 이상,서울 마포구,8138,"[np.str_('R'), np.str_('Python'), np.str_('SQL')]",3
데이터 분석가,경력 3년차 이상,서울 마포구,6658,"[np.str_('R'), np.str_('Python'), np.str_('Excel'), np.str_('SQL'), np.str_('Cloud(AWS/GCP)')]",5
데이터 분석가,경력 3년차 이상,판교/분당,5581,"[np.str_('SQL'), np.str_('Excel')]",2
데이터 분석가,신입,판교/분당,3587,"[np.str_('SQL'), np.str_('R'), np.str_('Excel'), np.str_('Tableau')]",4
데이터 분석가,경력 8년차 이상,서울 마포구,7880,"[np.str_('Machine Learning'), np.str_('SQL'), np.str_('R'), np.str_('Python')]",4
데이터 분석가,경력 3년차 이상,서울 마포구,5535,"[np.str_('Cloud(AWS/GCP)'), np.str_('R')]",2
데이터 분석가,경력 3년차 이상,서울 마포구,5713,"[np.str_('SQL'), np.str_('R'), np.str_('Machine Learning'), np.str_('Python')]",4
데이터 분석가,경력 8년차 이상,판교/분당,9840,"[np.str_('Excel'), np.str_('Tableau'), np.str_('Python')]",3
데이터 분석가,경력 3년차 이상,서울 마포구,5291,"[np.str_('R'), np.str_('Machine Learning'), np.str_('Excel')]",3
데이터 분석가,경력 3년차 이상,서울 강남구,5865,"[np.str_('R'), np.str_('Python'), np.str_('Cloud(AWS/GCP)'), np.str_('SQL'), np.str_('Tableau')]",5
데이터 분석가,신입,판교/분당,3910,"[np.str_('R'), np.str_('Tableau'), np.str_('SQL')]",3
데이터 분석가,경력 8년차 이상,서울 강남구,8120,"[np.str_('Machine Learning'), np.str_('SQL'), np.str_('Python'), np.str_('Cloud(AWS/GCP)')]",4
데이터 분석가,경력 3년차 이상,서울 구로구,5893,"[np.str_('Python'), np.str_('R'), np.str_('Tableau')]",3
데이터 분석가,경력 8년차 이상,판교/분당,9510,"[np.str_('Python'), np.str_('Excel'), np.str_('R'), np.str_('Tableau'), np.str_('SQL')]",5
데이터 분석가,경력 3년차 이상,서울 구로구,5461,"[np.str_('Cloud(AWS/GCP)'), np.str_('SQL'), np.str_('Tableau')]",3
데이터 분석가,경력 8년차 이상,서울 마포구,7875,"[np.str_('Cloud(AWS/GCP)'), np.str_('Excel')]",2
데이터 분석가,경력 3년차 이상,서울 마포구,5899,"[np.str_('R'), np.str_('SQL')]",2
데이터 분석가,경력 3년차 이상,서울 성동구,5915,"[np.str_('Cloud(AWS/GCP)'), np.str_('SQL'), np.str_('R'), np.str_('Tableau')]",4
데이터 분석가,경력 8년차 이상,서울 마포구,8632,"[np.str_('SQL'), np.str_('Python'), np.str_('Machine Learning'), np.str_('Cloud(AWS/GCP)')]",4
데이터 분석가,경력 3년차 이상,서울 구로구,5990,"[np.str_('Python'), np.str_('Tableau'), np.str_('SQL')]",3
데이터 분석가,신입,서울 마포구,3291,"[np.str_('R'), np.str_('Python'), np.str_('SQL')]",3
데이터 분석가,신입,판교/분당,3585,"[np.str_('Excel'), np.str_('SQL'), np.str_('Tableau')]",3
데이터 분석가,경력 8년차 이상,서울 마포구,8858,"[np.str_('Cloud(AWS/GCP)'), np.str_('R'), np.str_('SQL')]",3
데이터 분석가,경력 3년차 이상,서울 성동구,5730,"[np.str_('Excel'), np.str_('Machine Learning')]",2
데이터 분석가,경력 8년차 이상,서울 마포구,8625,"[np.str_('Excel'), np.str_('Cloud(AWS/GCP)'), np.str_('Python'), np.str_('SQL')]",4
데이터 분석가,경력 3년차 이상,서울 구로구,5974,"[np.str_('Tableau'), np.str_('SQL'), np.str_('Python'), np.str_('R')]",4
데이터 분석가,신입,서울 구로구,3548,"[np.str_('Cloud(AWS/GCP)'), np.str_('Python'), np.str_('R'), np.str_('Tableau')]",4
데이터 분석가,신입,서울 마포구,3429,"[np.str_('SQL'), np.str_('Machine Learning'), np.str_('Tableau')]",3
데이터 분석가,경력 3년차 이상,서울 구로구,6860,"[np.str_('Excel'), np.str_('Cloud(AWS/GCP)'), np.str_('R'), np.str_('Tableau'), np.str_('Machine Learning')]",5
데이터 분석가,경력 3년차 이상,서울 구로구,6088,"[np.str_('Excel'), np.str_('SQL'), np.str_('Cloud(AWS/GCP)'), np.str_('Tableau'), np.str_('Python')]",5
데이터 분석가,경력 3년차 이상,서울 성동구,5383,"[np.str_('Python'), np.str_('Machine Learning')]",2
데이터 분석가,경력 3년차 이상,판교/분당,6369,"[np.str_('Tableau'), np.str_('Cloud(AWS/GCP)'), np.str_('Python'), np.str_('Excel'), np.str_('Machine Learning')]",5
데이터 분석가,경력 8년차 이상,서울 성동구,9037,"[np.str_('Cloud(AWS/GCP)'), np.str_('SQL'), np.str_('Excel')]",3
데이터 분석가,경력 3년차 이상,서울 강남구,6322,"[np.str_('Python'), np.str_('Cloud(AWS/GCP)'), np.str_('Excel'), np.str_('Tableau'), np.str_('R')]",5
데이터 분석가,경력 3년차 이상,서울 성동구,5353,"[np.str_('Python'), np.str_('Excel'), np.str_('R'), np.str_('Tableau'), np.str_('SQL')]",5
데이터 분석가,경력 8년차 이상,서울 마포구,8985,"[np.str_('R'), np.str_('Machine Learning')]",2
데이터 분석가,경력 3년차 이상,판교/분당,6356,"[np.str_('R'), np.str_('SQL')]",2
데이터 분석가,경력 3년차 이상,서울 마포구,5946,"[np.str_('Python'), np.str_('Excel'), np.str_('SQL'), np.str_('Machine Learning'), np.str_('Cloud(AWS/GCP)')]",5
데이터 분석가,경력 8년차 이상,서울 강남구,9530,"[np.str_('Machine Learning'), np.str_('Cloud(AWS/GCP)')]",2
데이터 분석가,경력 8년차 이상,판교/분당,9582,"[np.str_('R'), np.str_('Cloud(AWS/GCP)'), np.str_('Tableau'), np.str_('SQL'), np.str_('Machine Learning')]",5
데이터 분석가,신입,서울 구로구,3547,"[np.str_('Cloud(AWS/GCP)'), np.str_('R'), np.str_('Tableau'), np.str_('SQL')]",4
데이터 분석가,경력 8년차 이상,서울 성동구,9080,"[np.str_('Machine Learning'), np.str_('Tableau')]",2
데이터 분석가,경력 3년차 이상,서울 마포구,6643,"[np.str_('SQL'), np.str_('Machine Learning'), np.str_('Cloud(AWS/GCP)'), np.str_('Python')]",4
데이터 분석가,경력 3년차 이상,서울 강남구,5802,"[np.str_('Cloud(AWS/GCP)'), np.str_('Python'), np.str_('R')]",3
데이터 분석가,경력 3년차 이상,서울 구로구,5513,"[np.str_('SQL'), np.str_('Excel'), np.str_('Python'), np.str_('R'), np.str_('Machine Learning')]",5
데이터 분석가,경력 8년차 이상,서울 성동구,8201,"[np.str_('R'), np.str_('Excel'), np.str_('Python')]",3
데이터 분석가,경력 3년차 이상,서울 구로구,5552,"[np.str_('Cloud(AWS/GCP)'), np.str_('Tableau'), np.str_('Excel'), np.str_('Machine Learning')]",4
데이터 분석가,경력 3년차 이상,서울 성동구,6046,"[np.str_('Machine Learning'), np.str_('Python'), np.str_('Tableau'), np.str_('Excel'), np.str_('Cloud(AWS/GCP)')]",5
데이터 분석가,경력 3년차 이상,판교/분당,6614,"[np.str_('SQL'), np.str_('Machine Learning'), np.str_('Python')]",3
데이터 분석가,경력 3년차 이상,서울 구로구,5404,"[np.str_('R'), np.str_('Tableau'), np.str_('Machine Learning')]",3
데이터 분석가,신입,서울 구로구,3552,"[np.str_('Cloud(AWS/GCP)'), np.str_('SQL'), np.str_('Python'), np.str_('R')]",4
데이터 분석가,신입,서울 구로구,3102,"[np.str_('R'), np.str_('Excel'), np.str_('SQL')]",3
데이터 분석가,신입,판교/분당,3533,"[np.str_('Cloud(AWS/GCP)'), np.str_('Excel'), np.str_('Tableau'), np.str_('SQL')]",4
데이터 분석가,신입,서울 강남구,3939,"[np.str_('Tableau'), np.str_('Python'), np.str_('SQL'), np.str_('Machine Learning')]",4
데이터 분석가,신입,서울 성동구,3790,"[np.str_('Python'), np.str_('Machine Learning'), np.str_('Tableau'), np.str_('R'), np.str_('Cloud(AWS/GCP)')]",5
데이터 분석가,경력 3년차 이상,서울 구로구,6066,"[np.str_('Tableau'), np.str_('Machine Learning')]",2
데이터 분석가,신입,판교/분당,3968,"[np.str_('Python'), np.str_('R'), np.str_('Cloud(AWS/GCP)'), np.str_('Excel'), np.str_('Machine Learning')]",5
데이터 분석가,경력 3년차 이상,서울 강남구,5731,"[np.str_('Excel'), np.str_('Cloud(AWS/GCP)')]",2
데이터 분석가,경력 8년차 이상,서울 성동구,8447,"[np.str_('R'), np.str_('Tableau'), np.str_('Cloud(AWS/GCP)')]",3
데이터 분석가,경력 3년차 이상,판교/분당,7355,"[np.str_('Cloud(AWS/GCP)'), np.str_('SQL'), np.str_('Machine Learning'), np.str_('R'), np.str_('Tableau')]",5
데이터 분석가,경력 8년차 이상,서울 성동구,8496,"[np.str_('Python'), np.str_('R'), np.str_('Tableau')]",3
데이터 분석가,신입,서울 구로구,3246,"[np.str_('R'), np.str_('Excel'), np.str_('Cloud(AWS/GCP)'), np.str_('Tableau')]",4
데이터 분석가,신입,서울 강남구,3740,"[np.str_('R'), np.str_('Excel'), np.str_('Cloud(AWS/GCP)')]",3
데이터 분석가,신입,판교/분당,3817,"[np.str_('SQL'), np.str_('Cloud(AWS/GCP)'), np.str_('Machine Learning')]",3
데이터 분석가,신입,서울 강남구,4373,"[np.str_('Cloud(AWS/GCP)'), np.str_('Excel'), np.str_('Machine Learning'), np.str_('SQL'), np.str_('Python')]",5
데이터 분석가,경력 3년차 이상,서울 구로구,5460,"[np.str_('Tableau'), np.str_('Machine Learning')]",2
데이터 분석가,신입,서울 강남구,3785,"[np.str_('Python'), np.str_('Tableau')]",2
데이터 분석가,신입,서울 강남구,3591,"[np.str_('Cloud(AWS/GCP)'), np.str_('Tableau')]",2
데이터 분석가,신입,서울 마포구,3202,"[np.str_('Machine Learning'), np.str_('Tableau')]",2
데이터 분석가,경력 3년차 이상,서울 강남구,6155,"[np.str_('Cloud(AWS/GCP)'), np.str_('Machine Learning'), np.str_('Python'), np.str_('R'), np.str_('Excel')]",5
데이터 분석가,경력 3년차 이상,서울 성동구,5930,"[np.str_('Cloud(AWS/GCP)'), np.str_('Excel'), np.str_('Machine Learning'), np.str_('Python')]",4
데이터 분석가,경력 3년차 이상,판교/분당,5504,"[np.str_('Cloud(AWS/GCP)'), np.str_('Excel')]",2
데이터 분석가,경력 3년차 이상,서울 마포구,5538,"[np.str_('R'), np.str_('Machine Learning'), np.str_('Tableau')]",3
데이터 분석가,경력 8년차 이상,판교/분당,8851,"[np.str_('R'), np.str_('Python')]",2
데이터 분석가,신입,판교/분당,4302,"[np.str_('Machine Learning'), np.str_('Cloud(AWS/GCP)'), np.str_('Python'), np.str_('Tableau'), np.str_('R')]",5
데이터 분석가,경력 8년차 이상,서울 구로구,8528,"[np.str_('Machine Learning'), np.str_('Tableau'), np.str_('Excel'), np.str_('R')]",4
데이터 분석가,경력 3년차 이상,서울 구로구,5479,"[np.str_('Excel'), np.str_('R'), np.str_('Python')]",3
데이터 분석가,신입,서울 마포구,3524,"[np.str_('Tableau'), np.str_('Cloud(AWS/GCP)'), np.str_('R')]",3
데이터 분석가,경력 8년차 이상,서울 구로구,8483,"[np.str_('R'), np.str_('Excel'), np.str_('Tableau')]",3
데이터 분석가,경력 8년차 이상,서울 구로구,8108,"[np.str_('Tableau'), np.str_('R'), np.str_('Excel'), np.str_('Cloud(AWS/GCP)')]",4
데이터 분석가,신입,서울 구로구,3474,"[np.str_('Cloud(AWS/GCP)'), np.str_('Tableau'), np.str_('Excel'), np.str_('SQL')]",4
데이터 분석가,경력 3년차 이상,판교/분당,5960,"[np.str_('Machine Learning'), np.str_('Excel')]",2
데이터 분석가,경력 8년차 이상,서울 마포구,8012,"[np.str_('Python'), np.str_('Cloud(AWS/GCP)')]",2
데이터 분석가,경력 8년차 이상,판교/분당,9870,"[np.str_('Machine Learning'), np.str_('Cloud(AWS/GCP)')]",2
데이터 분석가,신입,서울 성동구,2895,"[np.str_('Python'), np.str_('Excel')]",2
데이터 분석가,경력 3년차 이상,판교/분당,5393,"[np.str_('Cloud(AWS/GCP)'), np.str_('Excel'), np.str_('Machine Learning')]",3
데이터 분석가,경력 3년차 이상,서울 성동구,6301,"[np.str_('Machine Learning'), np.str_('R'), np.str_('Tableau')]",3
데이터 분석가,경력 3년차 이상,서울 강남구,5178,"[np.str_('SQL'), np.str_('R'), np.str_('Excel')]",3
데이터 분석가,경력 3년차 이상,서울 강남구,5720,"[np.str_('Tableau'), np.str_('Machine Learning'), np.str_('Excel')]",3
데이터 분석가,경력 3년차 이상,서울 성동구,5160,"[np.str_('R'), np.str_('Excel')]",2
데이터 분석가,경력 3년차 이상,서울 성동구,5944,"[np.str_('Python'), np.str_('Cloud(AWS/GCP)'), np.str_('R'), np.str_('Tableau'), np.str_('Excel')]",5
데이터 분석가,경력 8년차 이상,판교/분당,9984,"[np.str_('Machine Learning'), np.str_('SQL'), np.str_('R'), np.str_('Python')]",4
데이터 분석가,신입,서울 성동구,3008,"[np.str_('Tableau'), np.str_('SQL')]",2
데이터 분석가,경력 3년차 이상,서울 마포구,6233,"[np.str_('R'), np.str_('Excel'), np.str_('Cloud(AWS/GCP)'), np.str_('Machine Learning')]",4
데이터 분석가,경력 8년차 이상,서울 강남구,9788,"[np.str_('R'), np.str_('Python'), np.str_('Cloud(AWS/GCP)')]",3
데이터 분석가,경력 8년차 이상,서울 강남구,10707,"[np.str_('Cloud(AWS/GCP)'), np.str_('Excel'), np.str_('Tableau'), np.str_('R')]",4
데이터 분석가,경력 3년차 이상,서울 성동구,5409,"[np.str_('Excel'), np.str_('Cloud(AWS/GCP)'), np.str_('SQL')]",3
데이터 분석가,경력 3년차 이상,서울 구로구,6283,"[np.str_('Tableau'), np.str_('SQL'), np.str_('Cloud(AWS/GCP)'), np.str_('Machine Learning'), np.str_('Python')]",5
데이터 분석가,신입,서울 구로구,3579,"[np.str_('Tableau'), np.str_('Machine Learning'), np.str_('Python'), np.str_('Excel')]",4
데이터 분석가,경력 3년차 이상,서울 성동구,5701,"[np.str_('Cloud(AWS/GCP)'), np.str_('Excel'), np.str_('SQL'), np.str_('Tableau')]",4
데이터 분석가,경력 3년차 이상,서울 마포구,5728,"[np.str_('Cloud(AWS/GCP)'), np.str_('R'), np.str_('Machine Learning'), np.str_('Tableau'), np.str_('Excel')]",5
데이터 분석가,경력 3년차 이상,서울 구로구,6098,"[np.str_('Tableau'), np.str_('Excel'), np.str_('R'), np.str_('Python'), np.str_('Cloud(AWS/GCP)')]",5
데이터 분석가,경력 3년차 이상,서울 성동구,6459,"[np.str_('Machine Learning'), np.str_('Excel'), np.str_('R'), np.str_('Tableau')]",4
데이터 분석가,경력 3년차 이상,서울 마포구,6556,"[np.str_('Python'), np.str_('SQL'), np.str_('R'), np.str_('Machine Learning')]",4
데이터 분석가,신입,서울 마포구,3534,"[np.str_('Cloud(AWS/GCP)'), np.str_('Tableau'), np.str_('Python'), np.str_('R')]",4
데이터 분석가,경력 3년차 이상,판교/분당,6346,"[np.str_('Tableau'), np.str_('R'), np.str_('Excel')]",3
데이터 분석가,경력 3년차 이상,서울 마포구,5289,"[np.str_('Cloud(AWS/GCP)'), np.str_('Tableau'), np.str_('SQL')]",3
데이터 분석가,경력 3년차 이상,서울 구로구,6235,"[np.str_('Excel'), np.str_('Machine Learning'), np.str_('Python'), np.str_('Cloud(AWS/GCP)')]",4
데이터 분석가,신입,서울 구로구,3144,"[np.str_('Excel'), np.str_('Python')]",2
데이터 분석가,경력 8년차 이상,서울 성동구,7004,"[np.str_('Excel'), np.str_('R')]",2
데이터 분석가,경력 3년차 이상,서울 성동구,5392,"[np.str_('Excel'), np.str_('R'), np.str_('Machine Learning'), np.str_('SQL')]",4
데이터 분석가,경력 8년차 이상,서울 마포구,8208,"[np.str_('Cloud(AWS/GCP)'), np.str_('R'), np.str_('SQL')]",3
