직무,경력,지역,연봉,기술,기술_개수
데이터 분석가,경력 8년차 이상,서울 강남구,10044,"[np.str_('Cloud(AWS/GCP)'), np.str_('R'), np.str_('Excel')]",3
데이터 분석가,경력 8년차 이상,서울 구로구,10429,"[np.str_('R'), np.str_('Excel'), np.str_('Python')]",3
데이터 분석가,경력 3년차 이상,판교/분당,8003,"[np.str_('SQL'), np.str_('Cloud(AWS/GCP)')]",2
데이터 분석가,경력 3년차 이상,판교/분당,8331,"[np.str_('Cloud(AWS/GCP)'), np.str_('Tableau'), np.str_('R'), np.str_('Python'), np.str_('Machine Learning')]",5
데이터 분석가,신입,서울 성동구,5792,"[np.str_('SQL'), np.str_('Machine Learning'), np.str_('Excel'), np.str_('R')]",4
데이터 분석가,경력 3년차 이상,서울 마포구,7059,"[np.str_('SQL'), np.str_('Excel'), np.str_('Machine Learning')]",3
데이터 분석가,경력 8년차 이상,서울 구로구,10010,"[np.str_('Cloud(AWS/GCP)'), np.str_('R'), np.str_('Machine Learning')]",3
데이터 분석가,경력 3년차 이상,서울 마포구,7448,"[np.str_('Excel'), np.str_('Cloud(AWS/GCP)'), np.str_('Machine Learning'), np.str_('R'), np.str_('Tableau')]",5
데이터 분석가,경력 3년차 이상,서울 구로구,6123,"[np.str_('Excel'), np.str_('R')]",2
데이터 분석가,경력 8년차 이상,판교/분당,12632,"[np.str_('Machine Learning'), np.str_('R'), np.str_('Cloud(AWS/GCP)')]",3
데이터 분석가,신입,서울 성동구,4211,"[np.str_('Excel'), np.str_('Python')]",2
데이터 분석가,경력 3년차 이상,서울 마포구,7862,"[np.str_('Cloud(AWS/GCP)'), np.str_('Machine Learning')]",2
데이터 분석가,경력 3년차 이상,판교/분당,7875,"[np.str_('Excel'), np.str_('Tableau'), np.str_('Python'), np.str_('Cloud(AWS/GCP)')]",4
데이터 분석가,경력 8년차 이상,서울 구로구,9301,"[np.str_('Cloud(AWS/GCP)'), np.str_('R'), np.str_('Python'), np.str_('Machine Learning')]",4
데이터 분석가,경력 3년차 이상,서울 마포구,7552,"[np.str_('Cloud(AWS/GCP)'), np.str_('SQL'), np.str_('Python'), np.str_('Tableau'), np.str_('Excel')]",5
데이터 분석가,경력 8년차 이상,서울 마포구,10011,"[np.str_('Tableau'), np.str_('Machine Learning'), np.str_('Python'), np.str_('R')]",4
데이터 분석가,경력 3년차 이상,판교/분당,7282,"[np.str_('Python'), np.str_('Tableau'), np.str_('SQL')]",3
데이터 분석가,신입,서울 마포구,4881,"[np.str_('Machine Learning'), np.str_('Cloud(AWS/GCP)')]",2
데이터 분석가,경력 8년차 이상,서울 성동구,9416,"[np.str_('Cloud(AWS/GCP)'), np.str_('Tableau'), np.str_('R')]",3
데이터 분석가,경력 8년차 이상,서울 성동구,10454,"[np.str_('Machine Learning'), np.str_('Cloud(AWS/GCP)'), np.str_('R')]",3
데이터 분석가,경력 8년차 이상,판교/분당,10930,"[np.str_('Cloud(AWS/GCP)'), np.str_('R')]",2
데이터 분석가,경력 8년차 이상,서울 구로구,10718,"[np.str_('SQL'), np.str_('Machine Learning'), np.str_('Cloud(AWS/GCP)'), np.str_('Excel')]",4
데이터 분석가,경력 8년차 이상,판교/분당,10125,"[np.str_('SQL'), np.str_('Tableau')]",2
데이터 분석가,경력 3년차 이상,서울 성동구,7969,"[np.str_('Excel'), np.str_('R'), np.str_('Tableau'), np.str_('Machine Learning'), np.str_('SQL')]",5
데이터 분석가,경력 3년차 이상,서울 강남구,8039,"[np.str_('Machine Learning'), np.str_('R'), np.str_('Excel'), np.str_('Tableau')]",4
데이터 분석가,경력 8년차 이상,서울 강남구,9903,"[np.str_('Python'), np.str_('Cloud(AWS/GCP)'), np.str_('Machine Learning'), np.str_('SQL')]",4
데이터 분석가,경력 3년차 이상,서울 마포구,6890,"[np.str_('Excel'), np.str_('Cloud(AWS/GCP)')]",2
데이터 분석가,경력 8년차 이상,서울 마포구,10369,"[np.str_('Machine Learning'), np.str_('Cloud(AWS/GCP)'), np.str_('Tableau'), np.str_('Python')]",4
데이터 분석가,경력 8년차 이상,서울 강남구,10769,"[np.str_('Python'), np.str_('R'), np.str_('Excel'), np.str_('Machine Learning')]",4
데이터 분석가,경력 3년차 이상,서울 성동구,8008,"[np.str_('Machine Learning'), np.str_('Cloud(AWS/GCP)'), np.str_('Python'), np.str_('Tableau'), np.str_('Excel')]",5
데이터 분석가,경력 3년차 이상,서울 마포구,5979,"[np.str_('Excel'), np.str_('SQL')]",2
데이터 분석가,경력 8년차 이상,판교/분당,9728,"[np.str_('Machine Learning'), np.str_('Cloud(AWS/GCP)'), np.str_('R')]",3
데이터 분석가,경력 3년차 이상,판교/분당,7412,"[np.str_('SQL'), np.str_('Machine Learning'), np.str_('Excel'), np.str_('R')]",4
데이터 분석가,경력 8년차 이상,서울 성동구,10867,"[np.str_('Excel'), np.str_('Python'), np.str_('Cloud(AWS/GCP)'), np.str_('SQL')]",4
데이터 분석가,경력 3년차 이상,서울 마포구,7498,"[np.str_('R'), np.str_('Python'), np.str_('Cloud(AWS/GCP)'), np.str_('Machine Learning')]",4
데이터 분석가,경력 8년차 이상,판교/분당,10633,"[np.str_('R'), np.str_('Tableau'), np.str_('SQL'), np.str_('Python'), np.str_('Excel')]",5
데이터 분석가,신입,서울 마포구,5780,"[np.str_('Machine Learning'), np.str_('Excel'), np.str_('Cloud(AWS/GCP)'), np.str_('Tableau'), np.str_('SQL')]",5
데이터 분석가,경력 8년차 이상,서울 마포구,11319,"[np.str_('Cloud(AWS/GCP)'), np.str_('SQL'), np.str_('Python'), np.str_('Tableau'), np.str_('Machine Learning')]",5
데이터 분석가,경력 3년차 이상,판교/분당,8591,"[np.str_('Machine Learning'), np.str_('Python')]",2
데이터 분석가,경력 3년차 이상,서울 강남구,8076,"[np.str_('Tableau'), np.str_('SQL'), np.str_('Excel'), np.str_('R'), np.str_('Cloud(AWS/GCP)')]",5
데이터 분석가,경력 3년차 이상,판교/분당,8477,"[np.str_('Machine Learning'), np.str_('Tableau'), np.str_('Python'), np.str_('R')]",4
데이터 분석가,경력 8년차 이상,서울 성동구,9068,"[np.str_('Python'), np.str_('Machine Learning')]",2
데이터 분석가,경력 8년차 이상,서울 구로구,10287,"[np.str_('R'), np.str_('Python')]",2
데이터 분석가,경력 3년차 이상,판교/분당,7798,"[np.str_('Machine Learning'), np.str_('Cloud(AWS/GCP)')]",2
데이터 분석가,신입,서울 마포구,5385,"[np.str_('Tableau'), np.str_('Machine Learning'), np.str_('Excel'), np.str_('SQL')]",4
데이터 분석가,신입,서울 마포구,5651,"[np.str_('Tableau'), np.str_('Excel'), np.str_('Cloud(AWS/GCP)'), np.str_('R'), np.str_('Python')]",5
데이터 분석가,경력 8년차 이상,판교/분당,9019,"[np.str_('Excel'), np.str_('Machine Learning'), np.str_('Python')]",3
데이터 분석가,경력 8년차 이상,서울 구로구,8519,"[np.str_('R'), np.str_('Excel')]",2
데이터 분석가,경력 3년차 이상,판교/분당,8483,"[np.str_('SQL'), np.str_('R'), np.str_('Machine Learning'), np.str_('Cloud(AWS/GCP)')]",4
데이터 분석가,경력 3년차 이상,서울 구로구,7395,"[np.str_('Cloud(AWS/GCP)'), np.str_('Python')]",2
데이터 분석가,경력 3년차 이상,서울 구로구,6647,"[np.str_('SQL'), np.str_('Machine Learning')]",2
데이터 분석가,경력 3년차 이상,서울 성동구,7446,"[np.str_('Cloud(AWS/GCP)'), np.str_('Excel'), np.str_('Machine Learning')]",3
데이터 분석가,경력 3년차 이상,서울 마포구,6785,"[np.str_('Cloud(AWS/GCP)'), np.str_('Tableau')]",2
데이터 분석가,경력 8년차 이상,서울 마포구,9543,"[np.str_('Machine Learning'), np.str_('Excel'), np.str_('R'), np.str_('Tableau'), np.str_('Python')]",5
데이터 분석가,신입,서울 구로구,4982,"[np.str_('Tableau'), np.str_('Cloud(AWS/GCP)'), np.str_('Excel')]",3
데이터 분석가,경력 8년차 이상,서울 마포구,10297,"[np.str_('Python'), np.str_('Cloud(AWS/GCP)'), np.str_('SQL'), np.str_('Excel')]",4
데이터 분석가,경력 3년차 이상,서울 강남구,6919,"[np.str_('Python'), np.str_('Excel'), np.str_('SQL'), np.str_('R')]",4
데이터 분석가,경력 3년차 이상,서울 구로구,6479,"[np.str_('R'), np.str_('Machine Learning'), np.str_('SQL')]",3
데이터 분석가,경력 8년차 이상,서울 마포구,7130,"[np.str_('R'), np.str_('Excel')]",2
데이터 분석가,경력 8년차 이상,서울 강남구,9871,"[np.str_('Excel'), np.str_('R')]",2
데이터 분석가,경력 8년차 이상,서울 성동구,9487,"[np.str_('Python'), np.str_('Tableau'), np.str_('SQL')]",3
데이터 분석가,신입,서울 마포구,5106,"[np.str_('SQL'), np.str_('Excel'), np.str_('Python'), np.str_('Cloud(AWS/GCP)'), np.str_('R')]",5
데이터 분석가,신입,서울 강남구,6990,"[np.str_('R'), np.str_('Tableau'), np.str_('Cloud(AWS/GCP)'), np.str_('Python'), np.str_('Machine Learning')]",5
데이터 분석가,경력 8년차 이상,판교/분당,9641,"[np.str_('Cloud(AWS/GCP)'), np.str_('Python'), np.str_('Tableau')]",3
데이터 분석가,경력 3년차 이상,판교/분당,7298,"[np.str_('Tableau'), np.str_('Python'), np.str_('Excel')]",3
데이터 분석가,경력 3년차 이상,서울 강남구,8617,"[np.str_('Cloud(AWS/GCP)'), np.str_('Tableau'), np.str_('Excel')]",3
데이터 분석가,신입,서울 구로구,4914,"[np.str_('Tableau'), np.str_('R')]",2
데이터 분석가,신입,서울 구로구,5693,"[np.str_('R'), np.str_('Excel'), np.str_('Python'), np.str_('Machine Learning')]",4
데이터 분석가,경력 8년차 이상,서울 마포구,10631,"[np.str_('Python'), np.str_('Excel'), np.str_('Cloud(AWS/GCP)'), np.str_('R'), np.str_('Tableau')]",5
데이터 분석가,경력 3년차 이상,판교/분당,7470,"[np.str_('R'), np.str_('Tableau')]",2
데이터 분석가,경력 3년차 이상,서울 구로구,7829,"[np.str_('Excel'), np.str_('Cloud(AWS/GCP)'), np.str_('SQL'), np.str_('Machine Learning'), np.str_('Python')]",5
데이터 분석가,경력 3년차 이상,서울 구로구,6554,"[np.str_('Cloud(AWS/GCP)'), np.str_('SQL')]",2
데이터 분석가,경력 3년차 이상,판교/분당,8681,"[np.str_('Python'), np.str_('Tableau'), np.str_('SQL'), np.str_('R')]",4
데이터 분석가,신입,서울 성동구,6113,"[np.str_('Cloud(AWS/GCP)'), np.str_('Machine Learning'), np.str_('SQL'), np.str_('Python'), np.str_('Tableau')]",5
데이터 분석가,경력 3년차 이상,서울 구로구,6383,"[np.str_('Tableau'), np.str_('R')]",2
데이터 분석가,신입,서울 강남구,6024,"[np.str_('Cloud(AWS/GCP)'), np.str_('Tableau')]",2
데이터 분석가,경력 8년차 이상,서울 마포구,11193,"[np.str_('Excel'), np.str_('Tableau'), np.str_('Cloud(AWS/GCP)'), np.str_('R'), np.str_('Machine Learning')]",5
데이터 분석가,경력 3년차 이상,서울 구로구,7292,"[np.str_('SQL'), np.str_('Cloud(AWS/GCP)'), np.str_('Machine Learning'), np.str_('R')]",4
데이터 분석가,경력 3년차 이상,서울 구로구,6964,"[np.str_('Python'), np.str_('Excel'), np.str_('SQL')]",3
데이터 분석가,경력 8년차 이상,서울 성동구,8546,"[np.str_('Excel'), np.str_('Cloud(AWS/GCP)'), np.str_('SQL')]",3
데이터 분석가,경력 8년차 이상,서울 강남구,11902,"[np.str_('Cloud(AWS/GCP)'), np.str_('Python'), np.str_('Machine Learning')]",3
데이터 분석가,경력 3년차 이상,서울 마포구,7100,"[np.str_('Tableau'), np.str_('Python'), np.str_('R')]",3
데이터 분석가,경력 3년차 이상,서울 구로구,6853,"[np.str_('Cloud(AWS/GCP)'), np.str_('R'), np.str_('Tableau'), np.str_('Excel'), np.str_('SQL')]",5
데이터 분석가,경력 3년차 이상,서울 마포구,7141,"[np.str_('Cloud(AWS/GCP)'), np.str_('Python'), np.str_('R'), np.str_('Machine Learning'), np.str_('Excel')]",5
데이터 분석가,경력 8년차 이상,판교/분당,9654,"[np.str_('SQL'), np.str_('Tableau'), np.str_('R'), np.str_('Excel')]",4
데이터 분석가,경력 8년차 이상,서울 구로구,9889,"[np.str_('Excel'), np.str_('Tableau'), np.str_('Cloud(AWS/GCP)'), np.str_('SQL')]",4
데이터 분석가,경력 8년차 이상,서울 구로구,9973,"[np.str_('Machine Learning'), np.str_('Cloud(AWS/GCP)')]",2
데이터 분석가,경력 3년차 이상,판교/분당,7868,"[np.str_('SQL'), np.str_('Machine Learning')]",2
데이터 분석가,경력 8년차 이상,서울 성동구,10177,"[np.str_('SQL'), np.str_('Cloud(AWS/GCP)'), np.str_('Machine Learning')]",3
데이터 분석가,경력 3년차 이상,서울 구로구,8065,"[np.str_('Tableau'), np.str_('Machine Learning'), np.str_('SQL'), np.str_('R'), np.str_('Cloud(AWS/GCP)')]",5
데이터 분석가,신입,서울 마포구,5608,"[np.str_('Machine Learning'), np.str_('Excel'), np.str_('SQL'), np.str_('Python'), np.str_('Cloud(AWS/GCP)')]",5
데이터 분석가,경력 3년차 이상,서울 강남구,7517,"[np.str_('Tableau'), np.str_('Python')]",2
데이터 분석가,경력 8년차 이상,서울 마포구,7020,"[np.str_('Excel'), np.str_('Tableau'), np.str_('Cloud(AWS/GCP)'), np.str_('R')]",4
데이터 분석가,경력 3년차 이상,서울 성동구,7837,"[np.str_('SQL'), np.str_('Machine Learning'), np.str_('Tableau'), np.str_('Cloud(AWS/GCP)'), np.str_('Excel')]",5
데이터 분석가,경력 8년차 이상,서울 강남구,9899,"[np.str_('Cloud(AWS/GCP)'), np.str_('Tableau')]",2
데이터 분석가,경력 3년차 이상,서울 마포구,7563,"[np.str_('Python'), np.str_('Cloud(AWS/GCP)'), np.str_('Machine Learning'), np.str_('SQL')]",4
데이터 분석가,경력 3년차 이상,서울 마포구,7150,"[np.str_('R'), np.str_('Machine Learning'), np.str_('Excel'), np.str_('Cloud(AWS/GCP)'), np.str_('Tableau')]",5
데이터 분석가,신입,판교/분당,5896,"[np.str_('R'), np.str_('Cloud(AWS/GCP)')]",2
데이터 분석가,경력 3년차 이상,서울 성동구,7128,"[np.str_('R'), np.str_('Excel'), np.str_('Python'), np.str_('Cloud(AWS/GCP)'), np.str_('Tableau')]",5
데이터 분석가,경력 8년차 이상,판교/분당,9594,"[np.str_('Machine Learning'), np.str_('Excel')]",2
데이터 분석가,경력 3년차 이상,서울 강남구,6973,"[np.str_('SQL'), np.str_('Python'), np.str_('Excel')]",3
데이터 분석가,경력 8년차 이상,판교/분당,10807,"[np.str_('Python'), np.str_('SQL')]",2
데이터 분석가,경력 8년차 이상,서울 성동구,8746,"[np.str_('Cloud(AWS/GCP)'), np.str_('SQL'), np.str_('Machine Learning')]",3
데이터 분석가,경력 8년차 이상,서울 구로구,10465,"[np.str_('SQL'), np.str_('Machine Learning')]",2
데이터 분석가,경력 3년차 이상,서울 구로구,7622,"[np.str_('Tableau'), np.str_('Machine Learning')]",2
데이터 분석가,경력 3년차 이상,서울 강남구,9147,"[np.str_('Tableau'), np.str_('Python'), np.str_('Cloud(AWS/GCP)'), np.str_('Machine Learning'), np.str_('R')]",5
데이터 분석가,경력 3년차 이상,서울 구로구,7972,"[np.str_('Machine Learning'), np.str_('Python'), np.str_('Excel')]",3
데이터 분석가,경력 8년차 이상,판교/분당,11560,"[np.str_('Tableau'), np.str_('Machine Learning'), np.str_('Python'), np.str_('Excel'), np.str_('Cloud(AWS/GCP)')]",5
데이터 분석가,경력 8년차 이상,서울 강남구,11359,"[np.str_('Machine Learning'), np.str_('Excel'), np.str_('SQL')]",3
데이터 분석가,경력 3년차 이상,서울 성동구,7412,"[np.str_('Tableau'), np.str_('SQL'), np.str_('Machine Learning'), np.str_('Cloud(AWS/GCP)')]",4
데이터 분석가,경력 8년차 이상,서울 강남구,9813,"[np.str_('Excel'), np.str_('Tableau'), np.str_('R'), np.str_('SQL'), np.str_('Machine Learning')]",5
데이터 분석가,경력 3년차 이상,서울 강남구,6551,"[np.str_('R'), np.str_('Excel')]",2
데이터 분석가,경력 8년차 이상,서울 마포구,10562,"[np.str_('SQL'), np.str_('Cloud(AWS/GCP)'), np.str_('Tableau'), np.str_('Machine Learning'), np.str_('Excel')]",5
데이터 분석가,신입,서울 마포구,6147,"[np.str_('Machine Learning'), np.str_('Tableau'), np.str_('Python'), np.str_('R'), np.str_('Cloud(AWS/GCP)')]",5
데이터 분석가,경력 8년차 이상,서울 강남구,10775,"[np.str_('R'), np.str_('Excel'), np.str_('SQL'), np.str_('Machine Learning'), np.str_('Python')]",5
데이터 분석가,신입,서울 구로구,6099,"[np.str_('Cloud(AWS/GCP)'), np.str_('Machine Learning'), np.str_('Python'), np.str_('R')]",4
데이터 분석가,경력 8년차 이상,서울 마포구,9695,"[np.str_('R'), np.str_('Cloud(AWS/GCP)'), np.str_('SQL')]",3
데이터 분석가,경력 8년차 이상,서울 성동구,8481,"[np.str_('Cloud(AWS/GCP)'), np.str_('Tableau'), np.str_('Python')]",3
데이터 분석가,경력 8년차 이상,판교/분당,13259,"[np.str_('Machine Learning'), np.str_('Cloud(AWS/GCP)'), np.str_('Python'), np.str_('Tableau'), np.str_('R')]",5
데이터 분석가,신입,서울 마포구,4987,"[np.str_('Excel'), np.str_('Machine Learning')]",2
데이터 분석가,경력 3년차 이상,서울 강남구,7501,"[np.str_('Excel'), np.str_('Tableau'), np.str_('Cloud(AWS/GCP)'), np.str_('SQL')]",4
데이터 분석가,경력 3년차 이상,서울 구로구,7167,"[np.str_('Python'), np.str_('Machine Learning'), np.str_('Tableau'), np.str_('Excel')]",4
데이터 분석가,경력 3년차 이상,판교/분당,6175,"[np.str_('Tableau'), np.str_('R')]",2
데이터 분석가,신입,서울 마포구,5518,"[np.str_('Excel'), np.str_('Cloud(AWS/GCP)'), np.str_('Python'), np.str_('Tableau')]",4
데이터 분석가,경력 8년차 이상,서울 구로구,10489,"[np.str_('Cloud(AWS/GCP)'), np.str_('Tableau'), np.str_('SQL'), np.str_('Excel'), np.str_('Python')]",5
데이터 분석가,경력 3년차 이상,서울 구로구,7454,"[np.str_('Cloud(AWS/GCP)'), np.str_('Excel'), np.str_('SQL'), np.str_('R'), np.str_('Machine Learning')]",5
데이터 분석가,경력 3년차 이상,서울 구로구,7294,"[np.str_('R'), np.str_('Cloud(AWS/GCP)'), np.str_('Python'), np.str_('Tableau'), np.str_('SQL')]",5
데이터 분석가,경력 3년차 이상,서울 강남구,7953,"[np.str_('Cloud(AWS/GCP)'), np.str_('SQL'), np.str_('R')]",3
데이터 분석가,경력 3년차 이상,서울 성동구,6283,"[np.str_('Excel'), np.str_('Tableau')]",2
데이터 분석가,경력 8년차 이상,서울 구로구,9664,"[np.str_('SQL'), np.str_('R')]",2
데이터 분석가,경력 3년차 이상,판교/분당,6869,"[np.str_('Tableau'), np.str_('SQL')]",2
데이터 분석가,경력 8년차 이상,서울 마포구,10340,"[np.str_('SQL'), np.str_('R'), np.str_('Cloud(AWS/GCP)')]",3
데이터 분석가,경력 3년차 이상,판교/분당,8383,"[np.str_('Machine Learning'), np.str_('Tableau'), np.str_('Python')]",3
데이터 분석가,경력 8년차 이상,서울 강남구,11309,"[np.str_('R'), np.str_('Tableau'), np.str_('Excel'), np.str_('Python'), np.str_('Cloud(AWS/GCP)')]",5
데이터 분석가,경력 8년차 이상,서울 강남구,10660,"[np.str_('Tableau'), np.str_('Excel'), np.str_('Machine Learning'), np.str_('R'), np.str_('Cloud(AWS/GCP)')]",5
데이터 분석가,경력 3년차 이상,판교/분당,9349,"[np.str_('Machine Learning'), np.str_('SQL'), np.str_('R'), np.str_('Excel'), np.str_('Python')]",5
데이터 분석가,경력 8년차 이상,서울 성동구,10922,"[np.str_('Excel'), np.str_('Python'), np.str_('Cloud(AWS/GCP)')]",3
데이터 분석가,신입,서울 강남구,5132,"[np.str_('Python'), np.str_('Tableau')]",2
데이터 분석가,경력 8년차 이상,서울 강남구,10490,"[np.str_('Tableau'), np.str_('R'), np.str_('Cloud(AWS/GCP)')]",3
데이터 분석가,경력 3년차 이상,판교/분당,7598,"[np.str_('Cloud(AWS/GCP)'), np.str_('Python'), np.str_('R'), np.str_('Tableau')]",4
데이터 분석가,경력 8년차 이상,서울 강남구,10317,"[np.str_('Python'), np.str_('SQL')]",2
데이터 분석가,경력 8년차 이상,서울 성동구,8943,"[np.str_('R'), np.str_('SQL'), np.str_('Excel')]",3
데이터 분석가,경력 8년차 이상,서울 성동구,9343,"[np.str_('Machine Learning'), np.str_('SQL'), np.str_('Excel'), np.str_('Cloud(AWS/GCP)')]",4
데이터 분석가,경력 8년차 이상,서울 성동구,10405,"[np.str_('Machine Learning'), np.str_('SQL'), np.str_('Excel')]",3
데이터 분석가,경력 3년차 이상,서울 마포구,6877,"[np.str_('Machine Learning'), np.str_('SQL'), np.str_('Cloud(AWS/GCP)'), np.str_('Excel'), np.str_('Tableau')]",5
데이터 분석가,신입,서울 성동구,5897,"[np.str_('Python'), np.str_('Cloud(AWS/GCP)'), np.str_('SQL')]",3
데이터 분석가,경력 3년차 이상,서울 성동구,7897,"[np.str_('Machine Learning'), np.str_('Tableau'), np.str_('Excel'), np.str_('Cloud(AWS/GCP)'), np.str_('R')]",5
데이터 분석가,경력 3년차 이상,서울 마포구,8567,"[np.str_('SQL'), np.str_('Cloud(AWS/GCP)'), np.str_('Machine Learning'), np.str_('Excel'), np.str_('Tableau')]",5
데이터 분석가,경력 8년차 이상,서울 구로구,9361,"[np.str_('Cloud(AWS/GCP)'), np.str_('Tableau'), np.str_('Machine Learning')]",3
데이터 분석가,경력 3년차 이상,서울 강남구,7422,"[np.str_('SQL'), np.str_('Excel'), np.str_('Machine Learning'), np.str_('Cloud(AWS/GCP)')]",4
데이터 분석가,경력 8년차 이상,서울 성동구,10598,"[np.str_('SQL'), np.str_('Python'), np.str_('Cloud(AWS/GCP)'), np.str_('Tableau'), np.str_('Machine Learning')]",5
데이터 분석가,경력 8년차 이상,서울 강남구,10930,"[np.str_('Python'), np.str_('Excel'), np.str_('Cloud(AWS/GCP)'), np.str_('Tableau'), np.str_('R')]",5
데이터 분석가,경력 8년차 이상,판교/분당,10187,"[np.str_('R'), np.str_('Cloud(AWS/GCP)'), np.str_('Excel'), np.str_('Tableau'), np.str_('SQL')]",5
데이터 분석가,신입,서울 강남구,5896,"[np.str_('Tableau'), np.str_('SQL'), np.str_('Cloud(AWS/GCP)')]",3
데이터 분석가,경력 8년차 이상,서울 마포구,8594,"[np.str_('Machine Learning'), np.str_('R'), np.str_('SQL')]",3
데이터 분석가,경력 8년차 이상,서울 강남구,9497,"[np.str_('Excel'), np.str_('SQL'), np.str_('R'), np.str_('Python')]",4
데이터 분석가,경력 3년차 이상,서울 강남구,7130,"[np.str_('Python'), np.str_('Cloud(AWS/GCP)'), np.str_('Excel')]",3
데이터 분석가,경력 8년차 이상,서울 강남구,9812,"[np.str_('SQL'), np.str_('R'), np.str_('Machine Learning'), np.str_('Excel')]",4
데이터 분석가,경력 8년차 이상,서울 구로구,10766,"[np.str_('Tableau'), np.str_('Excel'), np.str_('R'), np.str_('Machine Learning')]",4
데이터 분석가,경력 3년차 이상,서울 구로구,7963,"[np.str_('SQL'), np.str_('Machine Learning'), np.str_('Excel'), np.str_('Tableau')]",4
데이터 분석가,경력 3년차 이상,판교/분당,6972,"[np.str_('Tableau'), np.str_('R')]",2
데이터 분석가,경력 3년차 이상,서울 마포구,8102,"[np.str_('Python'), np.str_('Tableau'), np.str_('SQL'), np.str_('Cloud(AWS/GCP)'), np.str_('Machine Learning')]",5
데이터 분석가,신입,서울 강남구,6820,"[np.str_('Machine Learning'), np.str_('Excel'), np.str_('R'), np.str_('Python'), np.str_('Tableau')]",5
데이터 분석가,경력 3년차 이상,서울 강남구,7586,"[np.str_('Cloud(AWS/GCP)'), np.str_('Excel'), np.str_('Python'), np.str_('SQL'), np.str_('R')]",5
데이터 분석가,신입,서울 강남구,5923,"[np.str_('Excel'), np.str_('SQL'), np.str_('R')]",3
데이터 분석가,신입,서울 강남구,6466,"[np.str_('SQL'), np.str_('Machine Learning'), np.str_('Excel')]",3
데이터 분석가,신입,서울 구로구,5030,"[np.str_('Python'), np.str_('Excel'), np.str_('Tableau'), np.str_('Machine Learning')]",4
데이터 분석가,경력 8년차 이상,판교/분당,9482,"[np.str_('Tableau'), np.str_('Excel'), np.str_('R'), np.str_('Python')]",4
데이터 분석가,경력 3년차 이상,서울 성동구,7307,"[np.str_('Machine Learning'), np.str_('Tableau'), np.str_('SQL')]",3
데이터 분석가,경력 8년차 이상,서울 마포구,9508,"[np.str_('Python'), np.str_('Tableau'), np.str_('Excel'), np.str_('R')]",4
데이터 분석가,경력 3년차 이상,서울 강남구,6657,"[np.str_('SQL'), np.str_('R')]",2
데이터 분석가,경력 3년차 이상,판교/분당,8171,"[np.str_('R'), np.str_('Python'), np.str_('Tableau'), np.str_('Cloud(AWS/GCP)'), np.str_('Excel')]",5
데이터 분석가,경력 3년차 이상,서울 성동구,7761,"[np.str_('R'), np.str_('Machine Learning'), np.str_('SQL')]",3
데이터 분석가,경력 3년차 이상,판교/분당,8018,"[np.str_('Excel'), np.str_('Cloud(AWS/GCP)'), np.str_('Python')]",3
데이터 분석가,신입,서울 구로구,5932,"[np.str_('Cloud(AWS/GCP)'), np.str_('SQL'), np.str_('Python'), np.str_('Excel')]",4
데이터 분석가,경력 8년차 이상,서울 성동구,12609,"[np.str_('Cloud(AWS/GCP)'), np.str_('SQL'), np.str_('Machine Learning')]",3
데이터 분석가,경력 3년차 이상,판교/분당,7930,"[np.str_('Cloud(AWS/GCP)'), np.str_('Python'), np.str_('Excel'), np.str_('Machine Learning')]",4
데이터 분석가,경력 8년차 이상,서울 구로구,10358,"[np.str_('Cloud(AWS/GCP)'), np.str_('Excel')]",2
데이터 분석가,경력 8년차 이상,판교/분당,9930,"[np.str_('SQL'), np.str_('Machine Learning'), np.str_('Cloud(AWS/GCP)'), np.str_('Python'), np.str_('Excel')]",5
데이터 분석가,경력 3년차 이상,판교/분당,8130,"[np.str_('Excel'), np.str_('SQL'), np.str_('Python'), np.str_('Machine Learning'), np.str_('Cloud(AWS/GCP)')]",5
데이터 분석가,신입,서울 성동구,5779,"[np.str_('R'), np.str_('Python'), np.str_('Machine Learning'), np.str_('Excel'), np.str_('Tableau')]",5
데이터 분석가,경력 8년차 이상,서울 구로구,10568,"[np.str_('R'), np.str_('Machine Learning'), np.str_('Tableau')]",3
데이터 분석가,경력 3년차 이상,서울 강남구,8391,"[np.str_('SQL'), np.str_('Cloud(AWS/GCP)'), np.str_('Python'), np.str_('Tableau'), np.str_('Excel')]",5
데이터 분석가,신입,서울 마포구,5811,"[np.str_('Tableau'), np.str_('Cloud(AWS/GCP)'), np.str_('Excel'), np.str_('Python'), np.str_('R')]",5
데이터 분석가,경력 8년차 이상,서울 성동구,10285,"[np.str_('R'), np.str_('Machine Learning')]",2
데이터 분석가,신입,서울 구로구,4178,"[np.str_('Python'), np.str_('R')]",2
데이터 분석가,경력 8년차 이상,판교/분당,10050,"[np.str_('Machine Learning'), np.str_('Python'), np.str_('Tableau'), np.str_('Excel'), np.str_('SQL')]",5
데이터 분석가,경력 8년차 이상,서울 구로구,9826,"[np.str_('R'), np.str_('Tableau'), np.str_('Excel')]",3
데이터 분석가,경력 3년차 이상,서울 마포구,7970,"[np.str_('R'), np.str_('SQL'), np.str_('Machine Learning'), np.str_('Tableau'), np.str_('Excel')]",5
데이터 분석가,신입,서울 마포구,4812,"[np.str_('R'), np.str_('Machine Learning')]",2
데이터 분석가,신입,서울 강남구,6142,"[np.str_('Cloud(AWS/GCP)'), np.str_('Machine Learning'), np.str_('SQL')]",3
