work_year,experience_level,job_title,salary_in_usd,employment_type,company_location
2024,EX,BI Analyst,139825,FT,US
2023,MI,Full-Stack Developer,96873,FT,US
2023,MI,Full-Stack Developer,92374,FT,US
2023,EX,Marketing Analyst,152398,FT,US
2025,EN,BI Analyst,51834,FT,US
2024,MI,Product Designer,98866,FT,US
2024,MI,Frontend Developer,93336,FT,US
2023,EN,UI/UX Designer,57570,FT,US
2023,MI,Data Analyst,69632,FT,US
2024,MI,Marketing Analyst,74090,FT,US
2024,SE,Data Engineer,160079,FT,US
2024,MI,HR Analyst,74716,FT,US
2024,MI,Data Engineer,124476,FT,US
2025,SE,Sales Analyst,102621,FT,US
2024,MI,Administrative Assistant,51543,FT,US
2025,EN,UI/UX Designer,60895,FT,US
2024,SE,Business Analyst,120623,FT,US
2023,SE,Frontend Developer,121050,FT,US
2024,SE,Business Analyst,109599,FT,US
2023,MI,Backend Developer,108329,FT,US
2025,SE,Sales Analyst,76628,FT,US
2024,MI,Frontend Developer,95980,FT,US
2023,MI,UI/UX Designer,69522,FT,US
2024,SE,Data Analyst,98270,FT,US
2024,MI,Backend Developer,87011,FT,US
2023,MI,Administrative Assistant,53542,FT,US
2024,MI,Sales Analyst,60326,FT,US
2024,EN,Data Analyst,45514,FT,US
2025,EN,UI/UX Designer,70863,FT,US
2024,EN,Administrative Assistant,29390,FT,US
2024,MI,Administrative Assistant,43200,FT,US
2024,SE,Business Analyst,110141,FT,US
2024,SE,Financial Analyst,92432,FT,US
2024,MI,UI/UX Designer,83100,FT,US
2025,EX,HR Analyst,118997,FT,US
2023,MI,Product Designer,86126,FT,US
2023,MI,UI/UX Designer,86096,FT,US
2025,MI,Backend Developer,94892,FT,US
2023,MI,Product Designer,98527,FT,US
2023,SE,Software Engineer,156761,FT,US
2025,EN,Backend Developer,82812,FT,US
2024,SE,Product Designer,118521,FT,US
2023,SE,UI/UX Designer,102244,FT,US
2025,SE,Product Designer,149765,FT,US
2024,SE,Data Engineer,156056,FT,US
2023,MI,Administrative Assistant,41154,FT,US
2025,EN,BI Analyst,68182,FT,US
2024,EN,ETL Developer,69416,FT,US
2025,MI,Frontend Developer,83722,FT,US
2025,MI,Analytics Engineer,110911,FT,US
2024,SE,Product Designer,153567,FT,US
2023,SE,Analytics Engineer,136911,FT,US
2023,EN,Backend Developer,62012,FT,US
2025,MI,Product Designer,84582,FT,US
2025,MI,Business Analyst,64985,FT,US
2024,EN,BI Analyst,62773,FT,US
2024,SE,Administrative Assistant,70762,FT,US
2025,SE,ETL Developer,117603,FT,US
2024,EX,Analytics Engineer,167249,FT,US
2025,EN,Product Designer,51579,FT,US
2025,MI,Data Analyst,78987,FT,US
2023,EN,UI/UX Designer,69902,FT,US
2025,SE,Data Analyst,109771,FT,US
2024,SE,HR Analyst,83004,FT,US
2024,MI,Business Analyst,81572,FT,US
2023,SE,Full-Stack Developer,116049,FT,US
2025,MI,Business Analyst,66459,FT,US
2024,SE,Data Engineer,166756,FT,US
2025,SE,Data Engineer,164278,FT,US
2024,MI,Data Engineer,123353,FT,US
2023,MI,Marketing Analyst,62328,FT,US
2023,MI,Full-Stack Developer,94312,FT,US
2024,SE,Product Designer,147704,FT,US
2024,SE,Financial Analyst,111587,FT,US
2023,MI,BI Analyst,73296,FT,US
2023,MI,Analytics Engineer,95766,FT,US
2024,MI,Sales Analyst,67910,FT,US
2025,EN,Data Engineer,80990,FT,US
2025,SE,HR Analyst,84360,FT,US
2024,MI,Product Designer,75324,FT,US
2023,SE,Business Analyst,115730,FT,US
2023,EN,Business Analyst,61396,FT,US
2023,SE,Administrative Assistant,59638,FT,US
2025,MI,Data Engineer,122713,FT,US
2025,MI,Full-Stack Developer,95092,FT,US
2023,EN,UI/UX Designer,48606,FT,US
2025,SE,Data Analyst,119458,FT,US
2025,EN,Financial Analyst,49232,FT,US
2025,EN,Full-Stack Developer,63796,FT,US
2023,SE,Product Designer,151673,FT,US
2024,EX,Software Engineer,185223,FT,US
2025,MI,ETL Developer,103169,FT,US
2025,EN,Analytics Engineer,70075,FT,US
2023,EN,Software Engineer,88055,FT,US
2023,SE,UI/UX Designer,135676,FT,US
2024,SE,HR Analyst,99390,FT,US
2023,SE,Data Analyst,115668,FT,US
2024,MI,Data Engineer,128955,FT,US
2023,MI,Backend Developer,111082,FT,US
2023,MI,Sales Analyst,70153,FT,US
2024,MI,Administrative Assistant,41161,FT,US
2024,MI,Financial Analyst,65515,FT,US
2024,EN,BI Analyst,66838,FT,US
2023,EN,Product Designer,62175,FT,US
2024,MI,Backend Developer,106299,FT,US
2024,SE,Administrative Assistant,57166,FT,US
2025,SE,Business Analyst,109980,FT,US
2025,MI,Product Designer,109517,FT,US
2024,SE,Financial Analyst,122616,FT,US
2023,MI,UI/UX Designer,68596,FT,US
2023,SE,Data Analyst,93377,FT,US
2023,EN,Software Engineer,70833,FT,US
2025,SE,Marketing Analyst,104882,FT,US
2023,SE,Sales Analyst,105876,FT,US
2023,SE,Frontend Developer,144179,FT,US
2025,MI,Data Engineer,108829,FT,US
2023,EN,Software Engineer,91099,FT,US
2025,MI,UI/UX Designer,90132,FT,US
2023,MI,Analytics Engineer,105523,FT,US
2023,MI,Software Engineer,127427,FT,US
2023,MI,Financial Analyst,71018,FT,US
2025,MI,Sales Analyst,64958,FT,US
2024,SE,Administrative Assistant,82527,FT,US
2024,EN,Analytics Engineer,71553,FT,US
2023,SE,Product Designer,128661,FT,US
2024,EN,Administrative Assistant,33818,FT,US
2023,EN,Data Engineer,77018,FT,US
2024,EN,BI Analyst,52227,FT,US
2024,MI,BI Analyst,79796,FT,US
2023,EN,Backend Developer,71898,FT,US
2025,SE,Administrative Assistant,59835,FT,US
2024,MI,Full-Stack Developer,95674,FT,US
2025,EN,HR Analyst,53716,FT,US
2025,MI,Software Engineer,107227,FT,US
2025,MI,Business Analyst,95397,FT,US
2024,SE,Data Engineer,147544,FT,US
2024,SE,Data Engineer,133158,FT,US
2025,EN,Frontend Developer,70240,FT,US
2024,EN,Product Designer,66076,FT,US
2023,EN,Software Engineer,61878,FT,US
2024,SE,Financial Analyst,89371,FT,US
2025,SE,Sales Analyst,103915,FT,US
2023,EN,UI/UX Designer,57185,FT,US
2025,EN,Full-Stack Developer,64088,FT,US
2023,EX,Data Engineer,179952,FT,US
2023,MI,Marketing Analyst,66988,FT,US
2024,EN,Backend Developer,71864,FT,US
2023,MI,BI Analyst,98152,FT,US
2024,SE,Frontend Developer,154398,FT,US
2025,EX,Full-Stack Developer,162201,FT,US
2023,SE,Administrative Assistant,62403,FT,US
2023,EN,Product Designer,69025,FT,US
2025,MI,Frontend Developer,92591,FT,US
2023,MI,Backend Developer,119265,FT,US
2023,SE,Marketing Analyst,115501,FT,US
2025,SE,BI Analyst,113713,FT,US
2025,MI,Full-Stack Developer,87445,FT,US
2023,SE,ETL Developer,111236,FT,US
2023,MI,Frontend Developer,109420,FT,US
2025,EN,Backend Developer,83106,FT,US
2024,SE,Frontend Developer,147423,FT,US
2025,EN,Frontend Developer,76498,FT,US
2024,EN,Full-Stack Developer,59580,FT,US
2024,EN,HR Analyst,43981,FT,US
2025,EN,Business Analyst,66596,FT,US
2025,MI,Marketing Analyst,64510,FT,US
2025,EN,Analytics Engineer,61448,FT,US
2025,SE,Frontend Developer,151536,FT,US
2024,SE,UI/UX Designer,134078,FT,US
2025,SE,ETL Developer,141457,FT,US
2023,SE,ETL Developer,120617,FT,US
2025,SE,Sales Analyst,79147,FT,US
2025,SE,Financial Analyst,94668,FT,US
2024,MI,HR Analyst,68339,FT,US
2023,MI,Product Designer,84513,FT,US
2023,EN,UI/UX Designer,59829,FT,US
2024,EX,Frontend Developer,186109,FT,US
2024,EN,Sales Analyst,39950,FT,US
2023,EN,Data Analyst,44627,FT,US
2023,EN,Product Designer,52856,FT,US
2023,EN,Full-Stack Developer,74624,FT,US
2025,EN,Backend Developer,81282,FT,US
2025,SE,Full-Stack Developer,139790,FT,US
2024,MI,Analytics Engineer,90715,FT,US
2024,EN,Product Designer,73132,FT,US
2025,EX,Data Analyst,146259,FT,US
2025,MI,Business Analyst,94945,FT,US
2023,MI,Data Analyst,74467,FT,US
2025,SE,ETL Developer,128656,FT,US
2025,SE,Administrative Assistant,60403,FT,US
2023,SE,Data Engineer,164638,FT,US
2025,MI,Sales Analyst,71396,FT,US
2023,EX,ETL Developer,189215,FT,US
2023,EN,Product Designer,61583,FT,US
2023,MI,Software Engineer,102698,FT,US
2023,MI,BI Analyst,73705,FT,US
2025,MI,ETL Developer,96391,FT,US
2023,EN,Data Engineer,73348,FT,US
2025,SE,Full-Stack Developer,153075,FT,US
2023,SE,BI Analyst,127899,FT,US
2024,SE,Financial Analyst,87861,FT,US
2023,EN,Financial Analyst,64879,FT,US
2023,SE,HR Analyst,98445,FT,US
2025,MI,Product Designer,88232,FT,US
2024,EN,Backend Developer,73001,FT,US
2025,SE,Financial Analyst,93647,FT,US
2025,EN,Marketing Analyst,57340,FT,US
2025,EN,HR Analyst,47302,FT,US
2024,MI,Analytics Engineer,100382,FT,US
2023,MI,Backend Developer,107673,FT,US
2025,SE,Data Analyst,108509,FT,US
2023,EN,Frontend Developer,53253,FT,US
2025,MI,Financial Analyst,69048,FT,US
2024,EN,ETL Developer,69861,FT,US
2025,MI,Full-Stack Developer,80615,FT,US
2024,MI,Product Designer,108179,FT,US
2024,SE,Frontend Developer,139237,FT,US
2025,SE,ETL Developer,125901,FT,US
2023,SE,Backend Developer,122556,FT,US
2023,MI,Analytics Engineer,92507,FT,US
2024,MI,Product Designer,98280,FT,US
2025,EN,Full-Stack Developer,61579,FT,US
2025,SE,Analytics Engineer,107131,FT,US
2024,EN,Data Analyst,47686,FT,US
2024,MI,Sales Analyst,65953,FT,US
2025,SE,Data Analyst,87408,FT,US
2025,SE,Financial Analyst,104101,FT,US
2024,SE,Full-Stack Developer,134257,FT,US
2025,MI,Data Analyst,89629,FT,US
2024,MI,BI Analyst,95801,FT,US
2023,MI,Administrative Assistant,45377,FT,US
2023,SE,UI/UX Designer,132679,FT,US
2024,MI,Data Engineer,98928,FT,US
2023,MI,Sales Analyst,72061,FT,US
2024,EN,Analytics Engineer,75138,FT,US
2024,MI,Administrative Assistant,44021,FT,US
2025,EN,Marketing Analyst,48825,FT,US
2024,SE,Data Analyst,101206,FT,US
2023,SE,Data Analyst,88698,FT,US
2024,SE,UI/UX Designer,140064,FT,US
2025,SE,Marketing Analyst,110798,FT,US
2025,SE,Backend Developer,118068,FT,US
2025,MI,Financial Analyst,73534,FT,US
2023,MI,Full-Stack Developer,116551,FT,US
2024,MI,Frontend Developer,90193,FT,US
2023,EN,Marketing Analyst,45444,FT,US
2025,EN,HR Analyst,51485,FT,US
2023,SE,HR Analyst,97440,FT,US
2023,SE,Software Engineer,169298,FT,US
2023,EN,HR Analyst,48660,FT,US
2023,MI,BI Analyst,81651,FT,US
2023,SE,Product Designer,147500,FT,US
2024,SE,Business Analyst,102896,FT,US
2024,MI,Data Analyst,72426,FT,US
2025,EN,BI Analyst,60491,FT,US
2025,EN,Frontend Developer,58836,FT,US
2025,EN,BI Analyst,51516,FT,US
2025,SE,Analytics Engineer,136825,FT,US
2025,MI,HR Analyst,63152,FT,US
2023,SE,Backend Developer,158886,FT,US
2024,MI,Data Engineer,126303,FT,US
2023,SE,ETL Developer,135910,FT,US
2025,EN,Marketing Analyst,52764,FT,US
2025,MI,Full-Stack Developer,115826,FT,US
2024,EX,Product Designer,204349,FT,US
2025,SE,Product Designer,137725,FT,US
2024,SE,Analytics Engineer,118205,FT,US
2023,EN,ETL Developer,68630,FT,US
2024,EN,ETL Developer,53610,FT,US
2025,MI,HR Analyst,65274,FT,US
2025,MI,Data Engineer,109311,FT,US
2025,MI,BI Analyst,91956,FT,US
2024,EN,ETL Developer,51458,FT,US
2025,EN,Software Engineer,84486,FT,US
2023,EN,Product Designer,61192,FT,US
2024,EN,Analytics Engineer,78271,FT,US
2025,EN,Backend Developer,69105,FT,US
2024,MI,Frontend Developer,103464,FT,US
2024,SE,Administrative Assistant,66618,FT,US
2024,MI,Product Designer,96857,FT,US
2023,EN,Analytics Engineer,68655,FT,US
2024,MI,UI/UX Designer,79906,FT,US
2023,EN,Product Designer,56858,FT,US
2024,SE,Marketing Analyst,92000,FT,US
2023,MI,Product Designer,95879,FT,US
2024,SE,Frontend Developer,135215,FT,US
2025,MI,Financial Analyst,75347,FT,US
2023,EN,ETL Developer,58308,FT,US
2025,MI,Data Engineer,127944,FT,US
2024,MI,Analytics Engineer,98217,FT,US
2024,MI,Software Engineer,107834,FT,US
2025,MI,Product Designer,99078,FT,US
2023,SE,Backend Developer,155018,FT,US
2024,SE,Full-Stack Developer,137934,FT,US
2024,SE,Full-Stack Developer,158130,FT,US
2025,SE,Marketing Analyst,110608,FT,US
2023,SE,Business Analyst,124260,FT,US
2024,EN,Sales Analyst,43022,FT,US
2024,SE,Backend Developer,154646,FT,US
2025,MI,ETL Developer,104325,FT,US
2023,SE,Sales Analyst,92778,FT,US
2023,EN,Business Analyst,61555,FT,US
2025,EN,Business Analyst,67175,FT,US
2025,EN,Financial Analyst,53853,FT,US
2025,MI,Analytics Engineer,88087,FT,US
2025,MI,Administrative Assistant,55674,FT,US
2025,MI,ETL Developer,72566,FT,US
2025,SE,BI Analyst,124266,FT,US
2025,MI,Analytics Engineer,76203,FT,US
2025,MI,ETL Developer,86484,FT,US
2025,EX,Frontend Developer,209511,FT,US
2025,SE,Data Engineer,147176,FT,US
2023,SE,Administrative Assistant,65573,FT,US
2024,EX,UI/UX Designer,202716,FT,US
2024,MI,Product Designer,108189,FT,US
2025,SE,Administrative Assistant,79319,FT,US
2023,EN,Administrative Assistant,35005,FT,US
2023,EN,HR Analyst,46495,FT,US
2024,MI,Marketing Analyst,61021,FT,US
2024,MI,Analytics Engineer,112052,FT,US
2025,EN,ETL Developer,54720,FT,US
2024,MI,Software Engineer,118170,FT,US
2023,MI,Backend Developer,124048,FT,US
2024,MI,Full-Stack Developer,113351,FT,US
2025,EN,Frontend Developer,72899,FT,US
2023,EN,Sales Analyst,42474,FT,US
2023,SE,ETL Developer,130877,FT,US
2025,SE,Analytics Engineer,126373,FT,US
2024,EX,HR Analyst,105561,FT,US
2025,MI,Product Designer,109420,FT,US
2025,MI,BI Analyst,67798,FT,US
2024,SE,Software Engineer,175716,FT,US
2024,MI,BI Analyst,67929,FT,US
2024,MI,Data Engineer,90429,FT,US
2024,EN,Analytics Engineer,79083,FT,US
2025,EN,Sales Analyst,38245,FT,US
2023,EN,Sales Analyst,50086,FT,US
2023,MI,Financial Analyst,73485,FT,US
2024,EN,Full-Stack Developer,61894,FT,US
2025,EN,Frontend Developer,62314,FT,US
2024,SE,Data Engineer,166731,FT,US
2024,MI,UI/UX Designer,94538,FT,US
2025,EN,Backend Developer,63922,FT,US
2024,MI,Product Designer,109819,FT,US
2024,MI,Financial Analyst,73750,FT,US
2023,MI,Full-Stack Developer,101889,FT,US
2025,EN,Analytics Engineer,54395,FT,US
2024,MI,Marketing Analyst,77424,FT,US
2024,SE,Full-Stack Developer,139583,FT,US
2025,EN,Marketing Analyst,54874,FT,US
2024,MI,Marketing Analyst,77348,FT,US
2023,EN,Sales Analyst,56195,FT,US
2024,MI,Business Analyst,82538,FT,US
2025,MI,BI Analyst,73138,FT,US
2024,MI,Sales Analyst,72397,FT,US
2025,SE,Business Analyst,97005,FT,US
2024,EN,Backend Developer,83075,FT,US
2023,EX,Business Analyst,164560,FT,US
2025,MI,Business Analyst,89527,FT,US
2025,MI,Software Engineer,125185,FT,US
2023,EN,UI/UX Designer,63611,FT,US
2023,MI,Marketing Analyst,77046,FT,US
2023,SE,Financial Analyst,114761,FT,US
2025,EN,Product Designer,63326,FT,US
2024,EN,Full-Stack Developer,69611,FT,US
2025,SE,Full-Stack Developer,146156,FT,US
2023,SE,Analytics Engineer,131301,FT,US
2025,MI,ETL Developer,99375,FT,US
2024,SE,Product Designer,151220,FT,US
2023,SE,BI Analyst,99678,FT,US
2025,MI,ETL Developer,90380,FT,US
2023,MI,HR Analyst,72112,FT,US
2025,SE,Data Analyst,122992,FT,US
2023,SE,Data Analyst,115656,FT,US
2023,MI,Analytics Engineer,105388,FT,US
2023,MI,Sales Analyst,59119,FT,US
2025,SE,Administrative Assistant,66978,FT,US
2024,EN,Marketing Analyst,54346,FT,US
2024,SE,Sales Analyst,90909,FT,US
2024,EN,Business Analyst,63321,FT,US
2025,SE,Sales Analyst,85086,FT,US
2025,MI,Product Designer,84410,FT,US
2025,MI,Marketing Analyst,73120,FT,US
2023,MI,Business Analyst,83827,FT,US
2024,MI,Frontend Developer,110691,FT,US
2023,EN,Full-Stack Developer,76049,FT,US
2024,MI,Frontend Developer,113624,FT,US
2023,EN,Backend Developer,68006,FT,US
2025,MI,Financial Analyst,88438,FT,US
2024,EN,Software Engineer,73073,FT,US
2025,EN,Software Engineer,68991,FT,US
2025,MI,BI Analyst,95554,FT,US
2024,SE,Financial Analyst,115643,FT,US
2025,MI,Backend Developer,88821,FT,US
2023,SE,ETL Developer,124104,FT,US
2025,MI,Software Engineer,105705,FT,US
2025,SE,Software Engineer,142534,FT,US
2024,MI,ETL Developer,78861,FT,US
2023,MI,Backend Developer,102058,FT,US
2024,EN,Data Analyst,56325,FT,US
2023,MI,BI Analyst,79830,FT,US
2025,MI,UI/UX Designer,69538,FT,US
2025,MI,Frontend Developer,80022,FT,US
2024,SE,Sales Analyst,110370,FT,US
2025,MI,Financial Analyst,62737,FT,US
2023,SE,Administrative Assistant,58924,FT,US
2023,EN,UI/UX Designer,70937,FT,US
2023,EN,UI/UX Designer,61757,FT,US
2025,EN,Sales Analyst,50621,FT,US
2023,MI,Full-Stack Developer,91854,FT,US
2025,EN,HR Analyst,50633,FT,US
2023,EN,Data Engineer,63225,FT,US
2023,EX,Sales Analyst,140049,FT,US
2023,MI,Financial Analyst,88094,FT,US
2024,SE,Business Analyst,125168,FT,US
2023,EN,Analytics Engineer,68024,FT,US
2023,SE,Product Designer,121501,FT,US
2023,MI,Business Analyst,69845,FT,US
2023,SE,Analytics Engineer,126861,FT,US
2024,EN,Backend Developer,78768,FT,US
2025,MI,Product Designer,95741,FT,US
2025,MI,UI/UX Designer,76492,FT,US
2023,MI,Frontend Developer,103160,FT,US
2025,MI,Marketing Analyst,59258,FT,US
2025,EN,Administrative Assistant,37706,FT,US
2023,SE,Frontend Developer,156417,FT,US
2025,SE,Product Designer,152615,FT,US
2024,MI,Frontend Developer,101681,FT,US
2025,EN,UI/UX Designer,57007,FT,US
2023,SE,ETL Developer,102912,FT,US
2025,SE,Full-Stack Developer,117360,FT,US
2024,MI,Administrative Assistant,46261,FT,US
2025,EN,Sales Analyst,46926,FT,US
2024,MI,Financial Analyst,71313,FT,US
2023,MI,Financial Analyst,63743,FT,US
2023,SE,Marketing Analyst,110719,FT,US
2023,EN,UI/UX Designer,70047,FT,US
2024,EN,BI Analyst,63556,FT,US
2023,SE,Financial Analyst,108502,FT,US
2025,SE,UI/UX Designer,105443,FT,US
2025,SE,Backend Developer,159515,FT,US
2024,EN,Frontend Developer,58809,FT,US
2024,MI,Business Analyst,68236,FT,US
2024,MI,ETL Developer,88358,FT,US
2024,EX,Backend Developer,184055,FT,US
2023,MI,Data Analyst,69134,FT,US
2025,MI,Financial Analyst,69347,FT,US
2023,EN,Data Engineer,74478,FT,US
2024,SE,Financial Analyst,91034,FT,US
2024,EN,HR Analyst,39305,FT,US
2023,EN,Financial Analyst,44197,FT,US
2024,MI,Full-Stack Developer,90580,FT,US
2024,SE,Data Engineer,149049,FT,US
2025,MI,Administrative Assistant,40193,FT,US
2025,EN,ETL Developer,70241,FT,US
2023,EN,Analytics Engineer,68850,FT,US
2025,EX,Frontend Developer,193359,FT,US
2025,MI,Analytics Engineer,110361,FT,US
2023,EN,BI Analyst,48059,FT,US
2023,SE,Administrative Assistant,62280,FT,US
2024,SE,Sales Analyst,79791,FT,US
2024,SE,Analytics Engineer,110843,FT,US
2023,SE,Financial Analyst,125389,FT,US
2025,SE,UI/UX Designer,118257,FT,US
2023,MI,BI Analyst,72693,FT,US
2023,SE,UI/UX Designer,102525,FT,US
2024,MI,Business Analyst,77046,FT,US
2025,SE,UI/UX Designer,123038,FT,US
2023,EN,Data Engineer,81358,FT,US
2023,SE,Frontend Developer,154050,FT,US
2025,EN,Marketing Analyst,51902,FT,US
2024,SE,Analytics Engineer,142208,FT,US
2023,EN,UI/UX Designer,65163,FT,US
2024,MI,Frontend Developer,79086,FT,US
2025,EN,HR Analyst,54389,FT,US
2023,SE,Financial Analyst,116163,FT,US
2024,MI,Data Engineer,107643,FT,US
2025,MI,Product Designer,97330,FT,US
2023,MI,Administrative Assistant,42583,FT,US
2025,MI,Frontend Developer,95896,FT,US
2023,SE,Product Designer,154145,FT,US
2024,EN,Analytics Engineer,73558,FT,US
2024,SE,Financial Analyst,91852,FT,US
2023,EX,Administrative Assistant,106953,FT,US
2023,MI,Backend Developer,112412,FT,US
2024,SE,Data Engineer,123532,FT,US
2024,EN,Business Analyst,45211,FT,US
2023,EN,Financial Analyst,57337,FT,US
2023,MI,Financial Analyst,82693,FT,US
2024,EN,Administrative Assistant,41956,FT,US
2024,MI,Data Engineer,93561,FT,US
2025,MI,HR Analyst,72975,FT,US
2024,MI,Data Engineer,112118,FT,US
2023,SE,Data Engineer,182662,FT,US
2023,SE,Analytics Engineer,137090,FT,US
2024,MI,Marketing Analyst,57943,FT,US
2024,MI,UI/UX Designer,79592,FT,US
2023,EN,Software Engineer,87829,FT,US
2023,SE,Frontend Developer,148149,FT,US
2023,MI,Frontend Developer,87699,FT,US
2025,MI,Frontend Developer,98085,FT,US
2023,MI,Full-Stack Developer,88715,FT,US
2024,EN,Sales Analyst,46502,FT,US
2025,SE,Business Analyst,130041,FT,US
2025,EN,BI Analyst,48819,FT,US
2024,SE,Software Engineer,151577,FT,US
2025,EN,UI/UX Designer,57168,FT,US
2025,EN,BI Analyst,45920,FT,US
2024,MI,Backend Developer,94688,FT,US
2023,SE,Sales Analyst,107522,FT,US
2025,MI,HR Analyst,73118,FT,US
2023,MI,Data Engineer,105103,FT,US
2025,EN,Sales Analyst,44076,FT,US
2025,SE,Administrative Assistant,83350,FT,US
2023,EX,ETL Developer,185955,FT,US
2024,MI,Analytics Engineer,94583,FT,US
2025,MI,Sales Analyst,58023,FT,US
2023,SE,Backend Developer,124630,FT,US
2025,SE,HR Analyst,88304,FT,US
2023,EN,Business Analyst,62279,FT,US
2025,MI,Analytics Engineer,108298,FT,US
2025,EN,Sales Analyst,56424,FT,US
2025,MI,Administrative Assistant,55430,FT,US
2025,EN,ETL Developer,65156,FT,US
2025,EN,BI Analyst,52708,FT,US
2024,MI,Business Analyst,72697,FT,US
2023,MI,BI Analyst,87016,FT,US
2024,SE,Backend Developer,151888,FT,US
2023,MI,Analytics Engineer,100356,FT,US
2024,EN,Frontend Developer,71866,FT,US
2024,MI,Software Engineer,128098,FT,US
2024,EN,ETL Developer,69716,FT,US
2024,MI,Frontend Developer,104737,FT,US
2023,MI,Administrative Assistant,51009,FT,US
2024,EX,Administrative Assistant,95113,FT,US
2024,MI,Data Analyst,64857,FT,US
2023,EN,Product Designer,54460,FT,US
2025,EN,Full-Stack Developer,80731,FT,US
2024,MI,Business Analyst,85110,FT,US
2025,MI,Business Analyst,77278,FT,US
2024,EX,Product Designer,158345,FT,US
2025,MI,Marketing Analyst,59113,FT,US
2024,EN,Data Analyst,50226,FT,US
2024,SE,Frontend Developer,117509,FT,US
2023,MI,Frontend Developer,98618,FT,US
2024,EN,Backend Developer,66275,FT,US
2024,MI,Administrative Assistant,58160,FT,US
2025,MI,ETL Developer,103317,FT,US
2024,MI,Frontend Developer,95899,FT,US
2024,MI,ETL Developer,101823,FT,US
2024,SE,Administrative Assistant,81642,FT,US
2024,SE,Marketing Analyst,91065,FT,US
2024,MI,Full-Stack Developer,104133,FT,US
2024,MI,UI/UX Designer,101851,FT,US
2024,MI,Financial Analyst,87661,FT,US
2025,EX,Marketing Analyst,116823,FT,US
2024,MI,Data Analyst,70546,FT,US
2025,MI,Marketing Analyst,57527,FT,US
2023,SE,Marketing Analyst,93422,FT,US
2025,SE,Data Analyst,92269,FT,US
2024,EN,Frontend Developer,60234,FT,US
2023,SE,Data Engineer,162097,FT,US
2025,SE,ETL Developer,109097,FT,US
2023,MI,Product Designer,80402,FT,US
2024,SE,UI/UX Designer,120113,FT,US
2025,MI,Marketing Analyst,73509,FT,US
2023,EN,Analytics Engineer,72945,FT,US
2024,MI,Analytics Engineer,90633,FT,US
2025,EX,Full-Stack Developer,230685,FT,US
2023,MI,Analytics Engineer,78357,FT,US
2023,MI,Sales Analyst,69795,FT,US
2025,EX,BI Analyst,134394,FT,US
2023,EN,Marketing Analyst,42831,FT,US
2024,MI,UI/UX Designer,79233,FT,US
2023,MI,Sales Analyst,56499,FT,US
2024,SE,Product Designer,142028,FT,US
2024,EN,HR Analyst,37475,FT,US
2024,SE,Analytics Engineer,108898,FT,US
2025,EN,Full-Stack Developer,64005,FT,US
2023,MI,Analytics Engineer,100812,FT,US
2025,EN,Frontend Developer,55818,FT,US
2025,MI,Sales Analyst,80597,FT,US
2024,EN,Full-Stack Developer,58715,FT,US
2023,EN,Analytics Engineer,68832,FT,US
2024,SE,Analytics Engineer,110269,FT,US
2025,MI,Analytics Engineer,105732,FT,US
2024,EN,Marketing Analyst,56336,FT,US
2025,EN,Full-Stack Developer,67181,FT,US
2024,EX,Administrative Assistant,87235,FT,US
2025,SE,Software Engineer,149072,FT,US
2023,SE,Data Analyst,117774,FT,US
2025,EX,Product Designer,212714,FT,US
2024,MI,Backend Developer,112381,FT,US
2023,MI,ETL Developer,99681,FT,US
2024,EN,BI Analyst,62684,FT,US
2024,EN,Sales Analyst,45868,FT,US
2023,SE,Administrative Assistant,72492,FT,US
2023,MI,Administrative Assistant,44876,FT,US
2024,MI,Marketing Analyst,71968,FT,US
2024,EN,Analytics Engineer,62638,FT,US
2023,MI,ETL Developer,81401,FT,US
2023,MI,Full-Stack Developer,87830,FT,US
2024,MI,Full-Stack Developer,92692,FT,US
2024,SE,Product Designer,112455,FT,US
2024,MI,HR Analyst,59426,FT,US
2025,EN,Business Analyst,57900,FT,US
2023,EN,Backend Developer,59709,FT,US
2023,MI,Full-Stack Developer,105683,FT,US
2024,MI,Full-Stack Developer,84867,FT,US
2025,MI,ETL Developer,101165,FT,US
2024,MI,ETL Developer,81206,FT,US
2025,MI,Data Analyst,65959,FT,US
2023,MI,Data Engineer,114138,FT,US
2025,MI,Business Analyst,66610,FT,US
2024,SE,Financial Analyst,118586,FT,US
2023,MI,HR Analyst,62073,FT,US
2025,SE,Full-Stack Developer,164234,FT,US
2023,MI,Backend Developer,113694,FT,US
2023,SE,Analytics Engineer,142526,FT,US
2025,EX,Frontend Developer,206731,FT,US
2024,SE,HR Analyst,74591,FT,US
2023,EN,HR Analyst,36416,FT,US
2023,SE,Financial Analyst,109202,FT,US
2025,SE,Financial Analyst,89119,FT,US
2025,SE,Data Engineer,180592,FT,US
2023,SE,Sales Analyst,79348,FT,US
2025,MI,BI Analyst,94670,FT,US
2023,EN,Software Engineer,67219,FT,US
2025,MI,Full-Stack Developer,105280,FT,US
2025,MI,Business Analyst,68711,FT,US
2025,EN,UI/UX Designer,57246,FT,US
2023,SE,Analytics Engineer,149602,FT,US
2025,SE,Frontend Developer,123622,FT,US
2025,EN,BI Analyst,67876,FT,US
2025,EN,Product Designer,64043,FT,US
2025,EN,Sales Analyst,49503,FT,US
2025,MI,Financial Analyst,91297,FT,US
2024,SE,Financial Analyst,93767,FT,US
2023,SE,Business Analyst,104456,FT,US
2025,MI,BI Analyst,82346,FT,US
